Player,Season,Placement,Team,BMI,region
chief,2016 spring,5.5,⁠⁠ss,,kr
chief,2017 summer,4.0,⁠⁠ss,,kr
bang,2013 summer,12.5,⁠⁠xb,,kr
bang,2014 spring,12.5,⁠⁠skt s,,kr
bang,2014 summer,4.0,⁠⁠skt s,,kr
bang,2015 spring,1.0,⁠⁠skt,21.258114,kr
bang,2015 summer,1.0,⁠⁠skt,,kr
bang,2016 spring,1.0,⁠⁠skt,23.58559,kr
bang,2016 summer,3.0,⁠⁠skt,21.43436,kr
bang,2017 spring,1.0,⁠⁠skt,23.502201,kr
bang,2017 summer,2.0,⁠⁠skt,23.347086,kr
bang,2018 spring,4.0,⁠⁠skt,22.93748,kr
bang,2018 summer,4.0,⁠⁠skt,23.155964,kr
bang,2019 spring,10.0,⁠⁠100,21.587173,kr
bang,2019 summer,8.0,⁠⁠100,22.292717,kr
bang,2020 spring,3.0,⁠⁠eg,24.816515,kr
bang,2020 summer,5.5,⁠⁠eg,24.359951,kr
bang,2021 spring,9.0,⁠⁠af,21.334171,kr
kish,2012 summer,12.5,⁠⁠cj,,kr
kish,2013 spring,4.0,⁠⁠cjf,,kr
kish,2013 summer,6.5,⁠⁠cjb,,kr
kish,2014 spring,12.5,⁠⁠jag.f,,kr
rush,2015 spring,4.0,⁠⁠tip,23.66089,kr
rush,2015 summer,3.0,⁠⁠tip,,kr
rush,2016 spring,5.5,⁠⁠c9,22.28674,kr
rush,2018 spring,3.0,⁠⁠kt,23.23434,kr
rush,2018 summer,1.0,⁠⁠kt,24.488905,kr
rush,2019 spring,5.5,⁠⁠fox,22.08057,kr
rush,2019 summer,10.0,⁠⁠fox,20.950928,kr
odin_(ju_yeong-dal),2020 summer,1.0,⁠⁠gen,22.151386,kr
odin_(ju_yeong-dal),2021 spring,2.0,⁠⁠gen,22.151386,kr
odin_(ju_yeong-dal),2021 summer,3.0,⁠⁠gen,22.151386,kr
juhan,2022 summer,2.0,⁠⁠drx,20.662632,kr
juhan,2023 spring,9.0,⁠⁠drx,,kr
banbazi,2016 spring,4.0,⁠⁠qg,,kr
banbazi,2016 summer,5.0,⁠⁠nb,,kr
banbazi,2017 spring,7.5,⁠⁠qgr,,kr
banbazi,2017 summer,5.0,⁠⁠jdg,,kr
ruin,2018 spring,9.0,⁠⁠gia,22.644825,kr
ruin,2018 summer,9.0,⁠⁠gia,21.220263,kr
ruin,2019 summer,3.0,⁠⁠clg,20.683098,kr
ruin,2020 spring,10.0,⁠⁠clg,23.218296,kr
ruin,2020 summer,9.0,⁠⁠clg,,kr
fisher_(lee_jeong-tae),2021 summer,2.0,⁠⁠sbt,,kr
onair,2015 spring,3.0,⁠⁠cj,,kr
onair,2015 summer,3.0,⁠⁠cj,,kr
onair,2016 spring,5.0,⁠⁠af,,kr
onair,2016 summer,3.0,⁠⁠af,,kr
onair,2017 spring,6.0,⁠⁠rox,,kr
onair,2017 summer,7.0,⁠⁠rox,,kr
onair,2018 spring,6.0,⁠⁠rox,,kr
onair,2018 summer,6.0,⁠⁠hle,,kr
onair,2019 spring,6.0,⁠⁠hle,,kr
onair,2019 summer,9.0,⁠⁠hle,,kr
kim_(kim_jeong-soo),2016 spring,6.0,⁠⁠ssg,,kr
kim_(kim_jeong-soo),2016 summer,1.0,⁠⁠ssg,,kr
kim_(kim_jeong-soo),2017 spring,7.0,⁠⁠lz,,kr
kim_(kim_jeong-soo),2017 summer,1.0,⁠⁠lz,,kr
kim_(kim_jeong-soo),2018 summer,2.0,⁠⁠ig,,kr
kim_(kim_jeong-soo),2019 spring,4.0,⁠⁠dwg,,kr
kim_(kim_jeong-soo),2019 summer,1.0,⁠⁠dwg,25.379622,kr
kim_(kim_jeong-soo),2020 spring,1.0,⁠⁠t1,,kr
kim_(kim_jeong-soo),2020 summer,2.0,⁠⁠t1,,kr
kim_(kim_jeong-soo),2021 spring,11.0,⁠⁠blg,25.278172,kr
kim_(kim_jeong-soo),2021 summer,7.5,⁠⁠blg,,kr
kim_(kim_jeong-soo),2022 spring,4.0,⁠⁠drx,,kr
jiwoo,2022 summer,1.0,⁠⁠ns.a,,kr
homme,2013 spring,1.0,⁠⁠mvp.o,,kr
homme,2013 summer,3.0,⁠⁠mvp.o,,kr
homme,2015 spring,6.5,⁠⁠vg,,kr
homme,2015 summer,5.5,⁠⁠vg,,kr
homme,2016 spring,5.5,⁠⁠vg,,kr
homme,2016 summer,4.0,⁠⁠vg,,kr
homme,2017 spring,1.0,⁠⁠we,,kr
homme,2017 summer,1.0,⁠⁠we,,kr
homme,2018 summer,3.0,⁠⁠jdg,,kr
homme,2019 spring,2.0,⁠⁠jdg,,kr
homme,2019 summer,3.0,⁠⁠jdg,,kr
homme,2020 spring,1.0,⁠⁠jdg,21.682667,kr
homme,2020 summer,2.0,⁠⁠jdg,,kr
homme,2022 spring,4.0,⁠⁠jdg,,kr
homme,2022 summer,1.0,⁠⁠jdg,21.025848,kr
homme,2023 spring,1.0,⁠⁠jdg,,kr
shrimp,2016 spring,5.0,⁠⁠nrg,19.264576,kr
shrimp,2016 summer,7.0,⁠⁠apx,19.988186,kr
shrimp,2017 summer,4.0,⁠⁠dig,19.72934,kr
shrimp,2018 spring,8.0,⁠⁠fly,19.7832,kr
deft,2013 spring,10.5,⁠⁠mvp.b,,kr
deft,2013 summer,12.5,⁠⁠mvp.b,,kr
deft,2014 spring,1.0,⁠⁠ssb,,kr
deft,2014 summer,2.0,⁠⁠ssb,19.31938,kr
deft,2015 spring,1.0,⁠⁠edg,20.814571,kr
deft,2015 summer,1.0,⁠⁠edg,20.176046,kr
deft,2016 spring,2.0,⁠⁠edg,20.148602,kr
deft,2016 summer,1.0,⁠⁠edg,,kr
deft,2017 spring,2.0,⁠⁠kt,,kr
deft,2017 summer,2.0,⁠⁠kt,,kr
deft,2018 spring,3.0,⁠⁠kt,20.90726,kr
deft,2018 summer,1.0,⁠⁠kt,21.108444,kr
deft,2019 spring,3.0,⁠⁠kz,,kr
deft,2019 summer,2.0,⁠⁠kz,19.887531,kr
deft,2020 spring,3.0,⁠⁠drx,20.579258,kr
deft,2020 summer,2.0,⁠⁠drx,20.774118,kr
deft,2021 spring,3.0,⁠⁠hle,20.022121,kr
deft,2021 summer,2.0,⁠⁠hle,20.241728,kr
deft,2022 spring,5.0,⁠⁠drx,20.721813,kr
deft,2022 summer,2.0,⁠⁠drx,19.951807,kr
deft,2023 spring,5.0,⁠⁠dk,20.020252,kr
dragon_(lee_jun-yong),2019 spring,5.0,⁠⁠sb,20.132545,kr
dragon_(lee_jun-yong),2019 summer,3.0,⁠⁠sb,,kr
baekho_(baek_seung-min),2020 summer,4.0,⁠⁠af.a,,kr
kfo,2016 spring,7.0,⁠⁠fox,21.301298,kr
kfo,2016 summer,10.0,⁠⁠fox,20.099386,kr
min_(lim_hyeong-min),2021 summer,8.0,⁠⁠wns,,kr
hajae,2021 summer,8.0,⁠⁠wns,,kr
seonghwan,2016 summer,3.0,⁠⁠af,22.434343,kr
seonghwan,2017 spring,6.0,⁠⁠rox,22.899532,kr
seonghwan,2017 summer,7.0,⁠⁠rox,20.180279,kr
seonghwan,2018 spring,6.0,⁠⁠rox,22.205433,kr
seonghwan,2018 summer,6.0,⁠⁠hle,21.824661,kr
seonghwan,2019 summer,6.0,⁠⁠gen,20.145737,kr
tana,2019 spring,10.0,⁠⁠jag,,kr
tana,2019 summer,10.0,⁠⁠jag,20.893688,kr
godyungi,2012 spring,12.5,⁠⁠ss,19.562166,kr
haenam,2022 summer,1.0,⁠⁠ns.a,,kr
haenam,2023 summer,4.0,⁠⁠ns.a,,kr
canyon,2019 spring,4.0,⁠⁠dwg,22.710499,kr
canyon,2019 summer,1.0,⁠⁠dwg,,kr
canyon,2020 spring,4.0,⁠⁠dwg,,kr
canyon,2020 summer,1.0,⁠⁠dwg,23.124733,kr
canyon,2021 spring,1.0,⁠⁠dk,24.637882,kr
canyon,2021 summer,1.0,⁠⁠dk,23.732422,kr
canyon,2022 spring,3.0,⁠⁠dk,25.200848,kr
canyon,2022 summer,1.0,⁠⁠dk,24.007856,kr
canyon,2023 spring,5.0,⁠⁠dk,22.458652,kr
bible,2022 summer,4.0,⁠⁠dk,,kr
morning_(song_chang-geun),2020 spring,9.0,⁠⁠sb,,kr
gyeom,2022 summer,1.0,⁠⁠drx.a,,kr
photon,2023 spring,3.0,⁠⁠vit,21.047415,kr
illlima,2020 summer,1.0,⁠⁠drx.r,,kr
hambak,2021 summer,2.0,⁠⁠sbt,,kr
hambak,2022 spring,9.0,⁠⁠lsb,,kr
raphael_(ko_jae-hyun),2015 spring,10.5,⁠⁠ep,20.91262,kr
raphael_(ko_jae-hyun),2016 spring,6.0,⁠⁠m3,20.407097,kr
taejun_lim,2021 summer,8.0,⁠⁠efs,,kr
bengi,2013 spring,3.0,⁠⁠skt 2,,kr
bengi,2013 summer,1.0,⁠⁠skt 2,,kr
bengi,2014 spring,6.5,⁠⁠skt k,,kr
bengi,2014 summer,2.0,⁠⁠skt k,,kr
bengi,2015 spring,1.0,⁠⁠skt,19.289137,kr
bengi,2015 summer,1.0,⁠⁠skt,,kr
bengi,2016 spring,3.0,⁠⁠skt,20.127823,kr
bengi,2016 summer,2.0,⁠⁠skt,21.617807,kr
bengi,2017 spring,5.0,⁠⁠vg,19.305927,kr
bengi,2018 summer,4.0,⁠⁠skt,,kr
bengi,2023 spring,2.0,⁠⁠t1,19.311213,kr
raccoon_(choi_hyeon-gyu),2022 summer,6.0,⁠⁠hle.a,,kr
loopy,2022 spring,6.0,⁠⁠bro,,kr
pray,2012 summer,3.0,⁠⁠nj swd,22.532263,kr
pray,2013 spring,6.5,⁠⁠nj swd,,kr
pray,2013 summer,12.5,⁠⁠njbs,,kr
pray,2014 spring,12.5,⁠⁠njbs,,kr
pray,2015 spring,2.0,⁠⁠get,24.08054,kr
pray,2015 summer,3.0,⁠⁠koo,26.009592,kr
pray,2016 spring,2.0,⁠⁠rox,,kr
pray,2016 summer,1.0,⁠⁠rox,27.440506,kr
pray,2017 spring,7.0,⁠⁠lz,23.904818,kr
pray,2017 summer,1.0,⁠⁠lz,,kr
pray,2018 spring,1.0,⁠⁠kz,,kr
pray,2018 summer,2.0,⁠⁠kz,26.528328,kr
pray,2019 summer,8.0,⁠⁠kt,22.153057,kr
cloudtemplar,2012 spring,2.0,⁠⁠mig.f,,kr
cloudtemplar,2012 summer,1.0,⁠⁠azf,,kr
cloudtemplar,2013 spring,4.0,⁠⁠cjf,,kr
cloudtemplar,2013 summer,4.0,⁠⁠cjf,,kr
pullbae,2021 summer,5.0,⁠⁠dk.a,,kr
summit,2019 spring,5.0,⁠⁠sb,,kr
summit,2019 summer,3.0,⁠⁠sb,19.813505,kr
summit,2020 spring,9.0,⁠⁠sb,19.620583,kr
summit,2020 summer,7.0,⁠⁠sb,20.200424,kr
summit,2021 spring,8.0,⁠⁠lsb,20.343834,kr
summit,2021 summer,4.0,⁠⁠lsb,20.514652,kr
summit,2022 spring,4.0,⁠⁠c9,20.185555,kr
summit,2022 summer,7.5,⁠⁠fpx,20.415203,kr
summit,2023 spring,8.0,⁠⁠tl,20.45317,kr
pawn,2013 summer,12.5,⁠⁠mig.b,,kr
pawn,2014 spring,3.0,⁠⁠sso,,kr
pawn,2014 summer,3.0,⁠⁠ssw,,kr
pawn,2015 spring,1.0,⁠⁠edg,21.744999,kr
pawn,2015 summer,1.0,⁠⁠edg,22.250633,kr
pawn,2016 spring,2.0,⁠⁠edg,19.89745,kr
pawn,2016 summer,1.0,⁠⁠edg,,kr
pawn,2017 spring,2.0,⁠⁠kt,,kr
pawn,2017 summer,2.0,⁠⁠kt,,kr
pawn,2018 spring,3.0,⁠⁠kt,21.772766,kr
pawn,2018 summer,1.0,⁠⁠kt,,kr
pawn,2019 spring,3.0,⁠⁠kz,,kr
jinbeom,2023 summer,3.0,⁠⁠dk.a,,kr
ella,2015 spring,4.0,⁠⁠ss,19.633564,kr
ella,2015 summer,4.0,⁠⁠ss,19.551685,kr
ella,2016 spring,5.5,⁠⁠ss,23.483,kr
ella,2016 summer,2.0,⁠⁠ss,20.08098,kr
ella,2017 summer,10.0,⁠⁠eew,,kr
miss_(lee_jae-ha),2013 summer,12.5,⁠⁠im2,,kr
suno,2013 spring,6.5,⁠⁠skt 1,,kr
suno,2014 spring,,⁠⁠qtc,,kr
mareritt,2023 summer,4.0,⁠⁠ns.a,,kr
sangyoon,2015 summer,8.0,⁠⁠ranc,,kr
sangyoon,2016 spring,5.0,⁠⁠af,23.743952,kr
sangyoon,2016 summer,3.0,⁠⁠af,23.454626,kr
sangyoon,2017 spring,6.0,⁠⁠rox,24.345268,kr
sangyoon,2017 summer,7.0,⁠⁠rox,24.15762,kr
sangyoon,2018 spring,6.0,⁠⁠rox,23.734116,kr
sangyoon,2018 summer,6.0,⁠⁠hle,24.743568,kr
sangyoon,2019 spring,6.0,⁠⁠hle,23.167007,kr
sangyoon,2019 summer,9.0,⁠⁠hle,21.591938,kr
peyz,2021 summer,4.0,⁠⁠gen.a,,kr
peyz,2023 spring,1.0,⁠⁠gen,20.87442,kr
callme,2022 summer,3.0,⁠⁠kdf.a,,kr
callme,2023 spring,10.0,⁠⁠ns,,kr
yoon,2017 summer,7.5,⁠⁠sn,20.226784,kr
yoon,2018 spring,5.0,⁠⁠sn,20.610664,kr
yoon,2018 summer,7.5,⁠⁠sn,20.38398,kr
bubbling,2016 spring,8.0,⁠⁠cj,20.793282,kr
bubbling,2016 summer,10.0,⁠⁠cj,20.101254,kr
bubbling,2022 spring,3.0,⁠⁠dk,,kr
fixer,2015 spring,5.0,⁠⁠kt,,kr
fixer,2015 summer,2.0,⁠⁠kt,21.365452,kr
fixer,2017 summer,3.0,⁠⁠ss,,kr
sim,2012 summer,3.0,⁠⁠nj swd,,kr
sim,2017 summer,7.5,⁠⁠sn,,kr
sim,2018 spring,5.0,⁠⁠sn,,kr
sim,2018 summer,7.5,⁠⁠sn,,kr
sim,2019 spring,9.0,⁠⁠blg,,kr
sim,2019 summer,4.0,⁠⁠blg,,kr
sim,2020 spring,10.0,⁠⁠blg,25.94614,kr
sim,2020 summer,12.0,⁠⁠blg,,kr
khan,2014 spring,12.5,⁠⁠po,,kr
khan,2014 summer,8.0,⁠⁠we.a,,kr
khan,2017 summer,1.0,⁠⁠lz,22.61887,kr
khan,2018 spring,1.0,⁠⁠kz,22.742722,kr
khan,2018 summer,2.0,⁠⁠kz,22.547634,kr
khan,2019 spring,1.0,⁠⁠skt,21.246058,kr
khan,2019 summer,1.0,⁠⁠skt,21.204725,kr
khan,2020 spring,3.0,⁠⁠fpx,21.807339,kr
khan,2020 summer,8.0,⁠⁠fpx,22.732235,kr
khan,2021 spring,1.0,⁠⁠dk,21.16314,kr
khan,2021 summer,1.0,⁠⁠dk,20.711893,kr
edge,2015 summer,2.0,⁠⁠kt,20.950108,kr
edge,2016 spring,10.0,⁠⁠kdm,22.506968,kr
edge,2017 spring,10.0,⁠⁠kdm,20.908787,kr
edge,2018 spring,10.0,⁠⁠kdm,,kr
edge,2021 summer,5.0,⁠⁠dk.a,,kr
brona,2021 summer,1.0,⁠⁠sek,,kr
sin_(yeon_hyeong-mo),2012 spring,12.5,⁠⁠neb,19.766354,kr
sin_(yeon_hyeong-mo),2013 spring,10.5,⁠⁠ahq.kr,,kr
sin_(yeon_hyeong-mo),2013 summer,12.5,⁠⁠jag.s,,kr
sin_(yeon_hyeong-mo),2014 summer,5.0,⁠⁠we,,kr
sin_(yeon_hyeong-mo),2015 spring,10.5,⁠⁠m3,,kr
sin_(yeon_hyeong-mo),2015 summer,8.0,⁠⁠m3,,kr
sin_(yeon_hyeong-mo),2016 summer,2.0,⁠⁠rng,,kr
sin_(yeon_hyeong-mo),2018 spring,1.0,⁠⁠kz,,kr
sin_(yeon_hyeong-mo),2018 summer,2.0,⁠⁠kz,,kr
sin_(yeon_hyeong-mo),2020 spring,6.0,⁠⁠af,,kr
sin_(yeon_hyeong-mo),2023 spring,7.5,⁠⁠rng,,kr
lee_j,2021 summer,7.0,⁠⁠아마추야,,kr
vital,2022 spring,8.0,⁠⁠ns,,kr
vital,2023 spring,10.0,⁠⁠ns,,kr
cannot,2012 spring,12.5,⁠⁠xd,,kr
gideon,2021 spring,7.0,⁠⁠kt,20.727442,kr
gideon,2021 summer,7.0,⁠⁠kt,20.18082,kr
gideon,2022 spring,7.0,⁠⁠kt,20.683573,kr
gideon,2023 spring,11.0,⁠⁠ig,20.683573,kr
gyosoo,2023 summer,1.0,⁠⁠bro.a,,kr
pyosik,2020 spring,3.0,⁠⁠drx,22.99967,kr
pyosik,2020 summer,2.0,⁠⁠drx,23.78254,kr
pyosik,2021 spring,5.0,⁠⁠drx,22.621067,kr
pyosik,2021 summer,10.0,⁠⁠drx,25.522184,kr
pyosik,2022 spring,5.0,⁠⁠drx,23.418785,kr
pyosik,2022 summer,2.0,⁠⁠drx,23.917131,kr
pyosik,2023 spring,8.0,⁠⁠tl,25.31688,kr
clear_(kim_jae-yeol),2012 summer,12.5,⁠⁠romg,,kr
patch_(han_seung-min),2021 summer,16.0,⁠⁠tt,21.089006,kr
baeme,2015 summer,1.0,⁠⁠edg,19.955246,kr
baeme,2016 summer,3.0,⁠⁠im,,kr
pecko,2012 summer,12.5,⁠⁠cj,,kr
save,2013 spring,6.5,⁠⁠nj shd,,kr
save,2013 summer,6.5,⁠⁠njws,,kr
save,2014 spring,2.0,⁠⁠njws,,kr
save,2014 summer,1.0,⁠⁠njws,,kr
save,2015 spring,5.0,⁠⁠ig,,kr
save,2016 summer,4.0,⁠⁠ig,,kr
violet_(lim_doo-sung),2014 spring,12.5,⁠⁠im1,,kr
violet_(lim_doo-sung),2014 summer,12.5,⁠⁠mkz,,kr
chovy,2018 summer,3.0,⁠⁠grf,20.49614,kr
chovy,2019 spring,2.0,⁠⁠grf,20.1092,kr
chovy,2019 summer,2.0,⁠⁠grf,20.257288,kr
chovy,2020 spring,3.0,⁠⁠drx,20.168823,kr
chovy,2020 summer,2.0,⁠⁠drx,20.029633,kr
chovy,2021 spring,3.0,⁠⁠hle,19.838573,kr
chovy,2021 summer,2.0,⁠⁠hle,20.203445,kr
chovy,2022 spring,2.0,⁠⁠gen,20.077545,kr
chovy,2022 summer,1.0,⁠⁠gen,20.013033,kr
chovy,2023 spring,1.0,⁠⁠gen,19.312449,kr
peanut,2015 spring,6.0,⁠⁠njf,21.082258,kr
peanut,2015 summer,4.0,⁠⁠njf,19.8607,kr
peanut,2016 spring,2.0,⁠⁠rox,19.761244,kr
peanut,2016 summer,1.0,⁠⁠rox,,kr
peanut,2017 spring,1.0,⁠⁠skt,20.60946,kr
peanut,2017 summer,2.0,⁠⁠skt,,kr
peanut,2018 spring,1.0,⁠⁠kz,19.835152,kr
peanut,2018 summer,2.0,⁠⁠kz,20.0206,kr
peanut,2019 spring,7.0,⁠⁠gen,19.932934,kr
peanut,2019 summer,6.0,⁠⁠gen,20.045889,kr
peanut,2020 spring,15.0,⁠⁠lgd,,kr
peanut,2020 summer,2.0,⁠⁠lgd,20.263548,kr
peanut,2021 spring,6.0,⁠⁠ns,19.345932,kr
peanut,2021 summer,3.0,⁠⁠ns,19.613052,kr
peanut,2022 spring,2.0,⁠⁠gen,20.18402,kr
peanut,2022 summer,1.0,⁠⁠gen,19.209694,kr
peanut,2023 spring,1.0,⁠⁠gen,20.07129,kr
secret,2015 summer,10.0,⁠⁠ssb,,kr
secret,2016 spring,9.0,⁠⁠ssb,,kr
secret,2017 spring,10.0,⁠⁠kdm,,kr
secret,2018 spring,10.0,⁠⁠kdm,21.720787,kr
secret,2020 spring,7.0,⁠⁠apk,21.79348,kr
secret,2020 summer,10.0,⁠⁠sp,20.897697,kr
expect,2014 spring,12.5,⁠⁠fio,,kr
expect,2016 summer,1.0,⁠⁠g2,22.46597,kr
expect,2017 spring,1.0,⁠⁠g2,,kr
expect,2017 summer,1.0,⁠⁠g2,21.143127,kr
expect,2019 spring,9.0,⁠⁠xl,21.871017,kr
expect,2019 summer,10.0,⁠⁠xl,21.1025,kr
expect,2020 spring,7.0,⁠⁠xl,21.011353,kr
justice,2018 spring,7.0,⁠⁠jag,20.897455,kr
justice,2018 summer,8.0,⁠⁠jag,22.94215,kr
kania,2022 summer,7.0,⁠⁠lsb.a,,kr
zeus,2021 spring,4.0,⁠⁠t1,21.573828,kr
zeus,2022 spring,1.0,⁠⁠t1,21.684013,kr
zeus,2022 summer,2.0,⁠⁠t1,20.71654,kr
zeus,2023 spring,2.0,⁠⁠t1,,kr
maramu,2022 summer,5.0,⁠⁠drx.a,,kr
frog_(lee_min-hoi),2022 summer,1.0,⁠⁠drx.a,,kr
kkoma,2012 spring,12.5,⁠⁠st,20.022453,kr
kkoma,2013 spring,3.0,⁠⁠skt 2,,kr
kkoma,2015 spring,1.0,⁠⁠skt,,kr
kkoma,2015 summer,1.0,⁠⁠skt,,kr
kkoma,2016 spring,1.0,⁠⁠skt,,kr
kkoma,2016 summer,3.0,⁠⁠skt,,kr
kkoma,2017 spring,1.0,⁠⁠skt,,kr
kkoma,2017 summer,2.0,⁠⁠skt,,kr
kkoma,2018 spring,4.0,⁠⁠skt,,kr
kkoma,2018 summer,7.0,⁠⁠skt,,kr
kkoma,2019 summer,4.0,⁠⁠skt,,kr
kkoma,2020 spring,9.0,⁠⁠vg,20.716118,kr
kkoma,2020 summer,11.0,⁠⁠vg,,kr
kkoma,2021 spring,1.0,⁠⁠dk,20.716118,kr
kkoma,2021 summer,1.0,⁠⁠dk,,kr
poss,2019 spring,7.5,⁠⁠we,18.881416,kr
poss,2019 summer,9.0,⁠⁠we,19.69014,kr
fury_(lee_jin-yong),2014 spring,12.5,⁠⁠po,,kr
fury_(lee_jin-yong),2015 spring,8.0,⁠⁠ssg,21.644203,kr
fury_(lee_jin-yong),2015 summer,7.0,⁠⁠ssg,21.770752,kr
fury_(lee_jin-yong),2016 spring,7.0,⁠⁠lz,22.567986,kr
fury_(lee_jin-yong),2016 summer,8.0,⁠⁠lz,,kr
fury_(lee_jin-yong),2017 summer,7.5,⁠⁠sn,22.753977,kr
fury_(lee_jin-yong),2018 spring,5.0,⁠⁠sn,23.992184,kr
fury_(lee_jin-yong),2018 summer,7.5,⁠⁠sn,23.817417,kr
fury_(lee_jin-yong),2020 spring,11.0,⁠⁠sn,22.64911,kr
fury_(lee_jin-yong),2021 spring,5.5,⁠⁠sn,,kr
fury_(lee_jin-yong),2021 summer,9.5,⁠⁠sn,,kr
micro_(kim_mok-kyoung),2015 spring,7.0,⁠⁠im,,kr
micro_(kim_mok-kyoung),2015 summer,9.0,⁠⁠im,,kr
micro_(kim_mok-kyoung),2016 spring,10.0,⁠⁠kdm,,kr
micro_(kim_mok-kyoung),2019 spring,4.0,⁠⁠dwg,,kr
micro_(kim_mok-kyoung),2019 summer,1.0,⁠⁠dwg,20.469252,kr
micro_(kim_mok-kyoung),2021 spring,8.0,⁠⁠lsb,20.580952,kr
micro_(kim_mok-kyoung),2021 summer,4.0,⁠⁠lsb,,kr
micro_(kim_mok-kyoung),2022 spring,9.0,⁠⁠lsb,20.610859,kr
micro_(kim_mok-kyoung),2022 summer,3.0,⁠⁠lsb,20.610859,kr
micro_(kim_mok-kyoung),2023 spring,9.0,⁠⁠drx,,kr
gwangpal,2021 summer,7.0,⁠⁠아마추야,,kr
quad,2020 spring,3.0,⁠⁠drx,19.380802,kr
quad,2021 spring,5.0,⁠⁠drx,20.02629,kr
quad,2021 summer,10.0,⁠⁠drx,19.517405,kr
tank,2015 spring,6.0,⁠⁠njf,21.11287,kr
tank,2015 summer,4.0,⁠⁠njf,22.469925,kr
tank,2016 spring,5.5,⁠⁠ss,19.910892,kr
tank,2016 summer,3.0,⁠⁠ss,,kr
tank,2017 spring,5.0,⁠⁠ss,19.027367,kr
heru,2023 summer,3.0,⁠⁠dk.a,,kr
value_(yoon_jae-min),2021 summer,6.0,⁠⁠sfou,,kr
wadid,2017 spring,4.0,⁠⁠roc,20.736134,kr
wadid,2017 summer,4.0,⁠⁠roc,20.342663,kr
wadid,2018 spring,2.0,⁠⁠g2,19.712055,kr
wadid,2018 summer,5.5,⁠⁠g2,20.357094,kr
wadid,2019 spring,10.0,⁠⁠rge,19.3696,kr
wadid,2019 summer,4.0,⁠⁠fly,20.97293,kr
towerfury,2012 spring,6.5,⁠⁠mkz,,kr
sylvie,2020 summer,2.0,⁠⁠ns.a,,kr
sylvie,2022 spring,8.0,⁠⁠ns,,kr
sylvie,2022 summer,8.0,⁠⁠ns,,kr
sylvie,2023 spring,10.0,⁠⁠ns,,kr
5gamdo,2012 spring,12.5,⁠⁠litt,,kr
pressure,2021 summer,3.0,⁠⁠drx.a,20.168947,kr
pressure,2022 summer,3.0,⁠⁠kdf.a,,kr
pressure,2023 summer,5.0,⁠⁠kdf.a,,kr
lepton,2022 summer,4.0,⁠⁠bro.a,,kr
mickey_(son_young-min),2014 summer,8.0,⁠⁠we.a,,kr
mickey_(son_young-min),2015 summer,8.0,⁠⁠ranc,22.760895,kr
mickey_(son_young-min),2016 spring,5.0,⁠⁠af,20.741749,kr
mickey_(son_young-min),2016 summer,3.0,⁠⁠af,20.32713,kr
mickey_(son_young-min),2017 spring,6.0,⁠⁠rox,,kr
mickey_(son_young-min),2017 summer,7.0,⁠⁠rox,,kr
mickey_(son_young-min),2018 summer,10.0,⁠⁠gg,21.014568,kr
mickey_(son_young-min),2019 summer,10.0,⁠⁠xl,20.387348,kr
mickey_(son_young-min),2020 spring,7.0,⁠⁠xl,20.357239,kr
mickey_(son_young-min),2020 summer,10.0,⁠⁠sp,,kr
yunway,2020 summer,5.0,⁠⁠asp.a,,kr
zefa,2013 summer,6.5,⁠⁠njws,,kr
zefa,2014 spring,2.0,⁠⁠njws,,kr
zefa,2014 summer,1.0,⁠⁠njws,20.81752,kr
zefa,2015 spring,6.0,⁠⁠njf,19.25356,kr
zefa,2018 spring,2.0,⁠⁠af,,kr
zefa,2018 summer,3.0,⁠⁠af,,kr
zefa,2019 spring,1.0,⁠⁠skt,,kr
zefa,2019 summer,1.0,⁠⁠skt,,kr
zefa,2020 spring,4.0,⁠⁠dwg,,kr
zefa,2020 summer,1.0,⁠⁠dwg,,kr
zefa,2021 spring,4.0,⁠⁠t1,21.133123,kr
zefa,2021 summer,4.0,⁠⁠t1,,kr
zefa,2022 spring,3.0,⁠⁠dk,,kr
zefa,2022 summer,1.0,⁠⁠dk,,kr
kemish,2023 summer,1.0,⁠⁠bro.a,,kr
cammly,2013 summer,12.5,⁠⁠mig.b,,kr
rain_(an_hyeon-guk),2016 spring,7.5,⁠⁠ig,,kr
rain_(an_hyeon-guk),2016 summer,4.0,⁠⁠ig,20.18694,kr
eve,2015 spring,8.0,⁠⁠ssg,,kr
eve,2015 summer,7.0,⁠⁠ssg,20.63247,kr
hans_samd,2020 summer,5.0,⁠⁠v5,24.206568,kr
hans_samd,2021 spring,13.0,⁠⁠tt,23.388319,kr
hans_samd,2021 summer,16.0,⁠⁠tt,24.045256,kr
hans_samd,2022 spring,10.0,⁠⁠hle,24.288933,kr
hans_samd,2022 summer,10.0,⁠⁠hle,21.838127,kr
stark_(park_min-seok),2013 summer,12.5,⁠⁠xb,,kr
bazooka,2023 summer,7.0,⁠⁠drx.a,,kr
rapidstar,2012 spring,2.0,⁠⁠mig.f,22.252365,kr
rapidstar,2012 summer,1.0,⁠⁠azf,21.706577,kr
rapidstar,2013 spring,4.0,⁠⁠cjf,,kr
rapidstar,2013 summer,4.0,⁠⁠cjf,,kr
rapidstar,2016 spring,2.0,⁠⁠edg,,kr
rapidstar,2016 summer,1.0,⁠⁠edg,,kr
rapidstar,2017 spring,1.0,⁠⁠skt,,kr
